Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Commander 2020,2020-04-17,Hieroglyphic Illumination,7,112,{3}{U},Instant,common,0.04
Commander 2020,2020-04-17,Mulldrifter,29,117,{4}{U},Creature — Elemental,uncommon,0.35
Commander 2020,2020-04-17,Vampire Nighthawk,3,140,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.28
Commander 2020,2020-04-17,Satyr Wayfinder,8,188,{1}{G},Creature — Satyr,common,0.10
Commander 2020,2020-04-17,Azorius Chancery,23,256,,Land,uncommon,0.16
Commander 2020,2020-04-17,Boros Garrison,23,260,,Land,common,0.13
Commander 2020,2020-04-17,Dimir Aqueduct,24,270,,Land,uncommon,0.16
Commander 2020,2020-04-17,Golgari Rot Farm,23,277,,Land,uncommon,0.24
Commander 2020,2020-04-17,Gruul Turf,23,279,,Land,uncommon,0.20
Commander 2020,2020-04-17,Izzet Boilerworks,27,283,,Land,uncommon,0.17
Commander 2020,2020-04-17,Orzhov Basilica,23,297,,Land,common,0.15
Commander 2020,2020-04-17,Rakdos Carnarium,23,300,,Land,common,0.24
Commander 2020,2020-04-17,Selesnya Sanctuary,23,308,,Land,common,0.17
Commander 2020,2020-04-17,Simic Growth Chamber,23,311,,Land,uncommon,0.34
Ikoria: Lair of Behemoths,2020-04-24,Boon of the Wish-Giver,1,43,{4}{U}{U},Sorcery,uncommon,0.03
Ikoria: Lair of Behemoths,2020-04-24,Sonorous Howlbonder,2,230,{1}{B/R}{B/R},Creature — Human Warrior,uncommon,0.07
Ikoria: Lair of Behemoths,2020-04-24,Jungle Hollow,9,249,,Land,common,0.07
Ikoria: Lair of Behemoths,2020-04-24,Scoured Barrens,11,254,,Land,common,0.14
Ikoria: Lair of Behemoths,2020-04-24,Swiftwater Cliffs,10,255,,Land,common,0.06
Ikoria: Lair of Behemoths,2020-04-24,Thornwood Falls,9,256,,Land,common,0.05
Core Set 2021,2020-07-03,Seasoned Hallowblade,5,34,{1}{W},Creature — Human Warrior,uncommon,0.08
Core Set 2021,2020-07-03,Shock,6,159,{R},Instant,common,0.03
Core Set 2021,2020-07-03,Burlfist Oak,1,174,{2}{G}{G},Creature — Treefolk,uncommon,0.02
Core Set 2021,2020-07-03,Llanowar Visionary,25,193,{2}{G},Creature — Elf Druid,common,0.15
Core Set 2021,2020-07-03,Thrashing Brontodon,5,209,{1}{G}{G},Creature — Dinosaur,uncommon,0.06
Core Set 2021,2020-07-03,Warden of the Woods,2,213,{4}{G}{G},Creature — Treefolk,uncommon,0.03
Core Set 2021,2020-07-03,Jungle Hollow,9,247,,Land,common,0.07
Core Set 2021,2020-07-03,Scoured Barrens,11,250,,Land,common,0.08
Core Set 2021,2020-07-03,Swiftwater Cliffs,10,251,,Land,common,0.05
Core Set 2021,2020-07-03,Thornwood Falls,9,257,,Land,common,0.05
Jumpstart,2020-07-17,Thriving Bluff,23,33,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Grove,23,34,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Heath,23,35,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Isle,23,36,,Land,common,0.07
Jumpstart,2020-07-17,Thriving Moor,23,37,,Land,common,0.07
Jumpstart,2020-07-17,Healer's Hawk,8,107,{W},Creature — Bird,common,0.05
Jumpstart,2020-07-17,Chart a Course,7,142,{1}{U},Sorcery,uncommon,0.21
Jumpstart,2020-07-17,Curious Obsession,5,148,{U},Enchantment — Aura,uncommon,2.80
Jumpstart Arena Exclusives,2020-07-17,Lightning Strike,18,152,{1}{R},Instant,uncommon,
Jumpstart,2020-07-17,Spectral Sailor,4,178,{U},Creature — Spirit Pirate,uncommon,0.16
Jumpstart,2020-07-17,Thought Scour,4,185,{U},Instant,common,0.26
Jumpstart,2020-07-17,Ravenous Chupacabra,6,269,{2}{B}{B},Creature — Beast Horror,uncommon,0.35
Jumpstart,2020-07-17,Fling,6,320,{1}{R},Instant,common,0.07
Jumpstart,2020-07-17,Kiln Fiend,9,338,{1}{R},Creature — Elemental Beast,common,0.10
Jumpstart,2020-07-17,Thermo-Alchemist,20,365,{1}{R},Creature — Human Shaman,common,0.18
Jumpstart,2020-07-17,Keeper of Fables,3,407,{3}{G}{G},Creature — Cat,uncommon,0.16
Jumpstart,2020-07-17,Rampaging Brontodon,1,423,{5}{G}{G},Creature — Dinosaur,rare,2.39
Jumpstart,2020-07-17,Gingerbrute,25,466,{1},Artifact Creature — Food Golem,common,0.27
Double Masters,2020-08-07,Flickerwisp,5,16,{1}{W}{W},Creature — Elemental,uncommon,0.09
Double Masters,2020-08-07,Cranial Plating,9,245,{2},Artifact — Equipment,uncommon,0.29
Arena Beginner Set,2020-08-13,Cloudkin Seer,26,25,{2}{U},Creature — Elemental Wizard,common,
Arena Beginner Set,2020-08-13,Murder,8,53,{1}{B}{B},Instant,uncommon,
Amonkhet Remastered,2020-08-13,Hieroglyphic Illumination,7,64,{3}{U},Instant,common,
Amonkhet Remastered,2020-08-13,Slither Blade,1,79,{U},Creature — Naga Rogue,common,
Amonkhet Remastered,2020-08-13,Striped Riverwinder,17,82,{6}{U},Creature — Serpent,common,
Arena Beginner Set,2020-08-13,Shock,6,84,{R},Instant,common,
Arena Beginner Set,2020-08-13,Rampaging Brontodon,1,102,{5}{G}{G},Creature — Dinosaur,rare,
Amonkhet Remastered,2020-08-13,Cartouche of Strength,17,184,{2}{G},Enchantment — Aura Cartouche,common,
Amonkhet Remastered,2020-08-13,Enigma Drake,1,234,{1}{U}{R},Creature — Drake,uncommon,
Amonkhet Remastered,2020-08-13,River Hoopoe,2,256,{G}{U},Creature — Bird,uncommon,
The List,2020-09-01,Vampire Nighthawk,3,118,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.20
The List,2020-09-01,Burst Lightning,19,126,{R},Instant,rare,0.50
Zendikar Rising Commander,2020-09-25,Crush Contraband,1,13,{3}{W},Instant,uncommon,0.23
Zendikar Rising Commander,2020-09-25,Fact or Fiction,5,25,{3}{U},Instant,uncommon,0.14
Zendikar Rising Commander,2020-09-25,Slither Blade,1,36,{U},Creature — Naga Rogue,common,0.26
Zendikar Rising Commander,2020-09-25,Murder,8,47,{1}{B}{B},Instant,common,0.06
Zendikar Rising Commander,2020-09-25,Syr Konrad. the Grim,4,56,{3}{B}{B},Legendary Creature — Human Knight,uncommon,1.95
Zendikar Rising Commander,2020-09-25,Keeper of Fables,3,71,{3}{G}{G},Creature — Cat,uncommon,0.18
Zendikar Rising Art Series,2020-09-25,Akiri. Fearless Voyager // Akiri, Fearless Voyager,4,74,,Card // Card,common,
Zendikar Rising Commander,2020-09-25,Satyr Wayfinder,8,81,{1}{G},Creature — Satyr,common,0.20
Zendikar Rising,2020-09-25,Bloodchief's Thirst,7,94,{B},Sorcery,uncommon,0.12
Zendikar Rising,2020-09-25,Feed the Swarm,13,102,{1}{B},Sorcery,common,0.20
Zendikar Rising Commander,2020-09-25,Mind Stone,23,114,{2},Artifact,uncommon,0.23
Zendikar Rising Commander,2020-09-25,Boros Garrison,23,122,,Land,uncommon,0.13
Zendikar Rising Commander,2020-09-25,Dimir Aqueduct,24,126,,Land,uncommon,0.16
Zendikar Rising Commander,2020-09-25,Gruul Turf,23,131,,Land,uncommon,0.15
Zendikar Rising Commander,2020-09-25,Selesnya Sanctuary,23,140,,Land,uncommon,0.26
Zendikar Rising,2020-09-25,Akiri. Fearless Voyager,4,220,{1}{R}{W},Legendary Creature — Kor Warrior,rare,0.28
Zendikar Rising Promos,2020-09-25,Akiri. Fearless Voyager,4,220p,{1}{R}{W},Legendary Creature — Kor Warrior,rare,0.58
Zendikar Rising,2020-09-25,Cliffhaven Kitesail,6,243,{1},Artifact — Equipment,common,0.04
Magic Online Promos,2020-10-30,Akiri. Fearless Voyager,4,83808,{1}{R}{W},Legendary Creature — Kor Warrior,rare,
Kaladesh Remastered,2020-11-12,Blossoming Defense,3,155,{G},Instant,uncommon,
Commander Legends,2020-11-20,Murder,8,134,{1}{B}{B},Instant,common,0.08
Commander Legends,2020-11-20,Vow of Torment,2,159,{2}{B},Enchantment — Aura,uncommon,0.12
Commander Legends,2020-11-20,Champion of the Flame,5,167,{1}{R},Creature — Human Warrior,common,0.02
Commander Legends,2020-11-20,Flickerwisp,5,374,{1}{W}{W},Creature — Elemental,uncommon,0.10
Commander Legends,2020-11-20,Compulsive Research,15,394,{2}{U},Sorcery,common,0.10
Commander Legends,2020-11-20,Fact or Fiction,5,396,{3}{U},Instant,uncommon,0.18
Commander Legends,2020-11-20,Mulldrifter,29,400,{4}{U},Creature — Elemental,uncommon,0.25
Commander Legends,2020-11-20,Fists of Flame,3,414,{1}{R},Instant,common,0.12
Commander Legends,2020-11-20,Loxodon Warhammer,3,465,{3},Artifact — Equipment,rare,0.33
Commander Legends,2020-11-20,Boros Garrison,23,477,,Land,uncommon,0.11
Commander Legends,2020-11-20,Simic Growth Chamber,23,492,,Land,uncommon,0.22
Commander Legends,2020-11-20,Thornwood Falls,9,498,,Land,common,0.05
Magic Online Promos,2020-12-15,Fact or Fiction,5,86126,{3}{U},Instant,uncommon,
Kaldheim Commander,2021-02-05,Flickerwisp,5,24,{1}{W}{W},Creature — Elemental,uncommon,0.10
Kaldheim Commander,2021-02-05,Mulldrifter,29,42,{4}{U},Creature — Elemental,uncommon,0.28
Kaldheim Art Series,2021-02-05,Sarulf's Packmate // Sarulf's Packmate,18,51,,Card // Card,common,
Kaldheim Commander,2021-02-05,Empyrean Eagle,4,85,{1}{W}{U},Creature — Bird Spirit,uncommon,0.27
Kaldheim Commander,2021-02-05,Mind Stone,23,102,{2},Artifact,common,0.19
Kaldheim Commander,2021-02-05,Azorius Chancery,23,106,,Land,uncommon,0.14
Kaldheim Commander,2021-02-05,Golgari Rot Farm,23,112,,Land,uncommon,0.24
Kaldheim Commander,2021-02-05,Jungle Hollow,9,113,,Land,common,0.08
Kaldheim,2021-02-05,Rune of Might,1,191,{1}{G},Enchantment — Aura Rune,uncommon,0.16
Kaldheim,2021-02-05,Sarulf's Packmate,18,192,{3}{G},Creature — Wolf,common,0.03
The List,2021-02-05,Cranial Plating,9,342,{2},Artifact — Equipment,common,0.35
Secret Lair Drop,2021-02-12,Monastery Swiftspear,21,216,{R},Creature — Human Monk,rare,12.66
Planeswalker Championship Promos,2021-03-12,Seasoned Hallowblade,5,2021-2,{1}{W},Creature — Human Warrior,uncommon,
Time Spiral Remastered Tokens,2021-03-19,Llanowar Elves,28,12,,Token Creature — Elf Druid,common,
Time Spiral Remastered,2021-03-19,Looter il-Kor,20,74,{1}{U},Creature — Kor Rogue,common,0.06
Time Spiral Remastered,2021-03-19,Flickerwisp,5,294,{1}{W}{W},Creature — Elemental,special,0.22
Time Spiral Remastered,2021-03-19,Mulldrifter,29,311,{4}{U},Creature — Elemental,special,0.80
Time Spiral Remastered,2021-03-19,Ninja of the Deep Hours,27,313,{3}{U},Creature — Human Ninja,special,2.72
Time Spiral Remastered,2021-03-19,Treasure Cruise,23,319,{7}{U},Sorcery,special,2.12
Time Spiral Remastered,2021-03-19,Gurmag Angler,25,324,{6}{B},Creature — Zombie Fish,special,1.05
Time Spiral Remastered,2021-03-19,Monastery Swiftspear,21,349,{R},Creature — Human Monk,special,2.50
Time Spiral Remastered,2021-03-19,Qasali Pridemage,19,383,{G}{W},Creature — Cat Wizard,special,0.26
Time Spiral Remastered,2021-03-19,Cranial Plating,9,392,{2},Artifact — Equipment,special,0.37
Strixhaven Mystical Archive,2021-04-23,Ephemerate,30,5,{W},Instant,rare,2.59
Strixhaven Mystical Archive,2021-04-23,Compulsive Research,15,14,{2}{U},Sorcery,rare,0.15
Strixhaven Art Series,2021-04-23,Killian. Ink Duelist // Killian, Ink Duelist,2,30,,Card // Card,common,
Strixhaven Mystical Archive,2021-04-23,Faithless Looting,23,38,{R},Sorcery,rare,1.15
Strixhaven Mystical Archive,2021-04-23,Shock,6,44,{R},Instant,uncommon,0.08
Strixhaven Art Series,2021-04-23,Ephemerate // Ephemerate,30,63,,Card // Card,common,
Strixhaven: School of Mages,2021-04-23,Unwilling Ingredient,8,90,{B},Creature — Frog,common,0.03
Commander 2021,2021-04-23,Treasure Cruise,23,133,{7}{U},Sorcery,common,0.22
Commander 2021,2021-04-23,Feed the Swarm,13,144,{1}{B},Sorcery,common,0.41
Commander 2021,2021-04-23,Vampire Nighthawk,3,157,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.16
Commander 2021,2021-04-23,Faithless Looting,23,168,{R},Sorcery,common,0.29
Strixhaven: School of Mages,2021-04-23,Killian. Ink Duelist,2,197,{W}{B},Legendary Creature — Human Warlock,uncommon,0.22
Commander 2021,2021-04-23,Loxodon Warhammer,3,249,{3},Artifact — Equipment,rare,0.29
Commander 2021,2021-04-23,Mind Stone,23,251,{2},Artifact,uncommon,0.18
Commander 2021,2021-04-23,Boros Garrison,23,282,,Land,uncommon,0.10
Commander 2021,2021-04-23,Golgari Rot Farm,23,291,,Land,uncommon,0.16
Commander 2021,2021-04-23,Izzet Boilerworks,27,294,,Land,uncommon,0.19
Commander 2021,2021-04-23,Jungle Hollow,9,295,,Land,common,0.09
Commander 2021,2021-04-23,Orzhov Basilica,23,308,,Land,uncommon,0.14
Commander 2021,2021-04-23,Simic Growth Chamber,23,317,,Land,uncommon,0.28
The List,2021-04-24,Guttersnipe,12,367,{2}{R},Creature — Goblin Shaman,uncommon,0.23
Historic Anthology 5,2021-05-27,Vault Skirge,22,11,{1}{B/P},Artifact Creature — Phyrexian Imp,common,
Modern Horizons 1 Timeshifts,2021-06-18,Ephemerate,30,1,{W},Instant,uncommon,
Wizards Play Network 2021,2021-06-18,Mind Stone,23,5,{2},Artifact,rare,
Modern Horizons 2 Art Series,2021-06-18,Archfiend of Sorrows // Archfiend of Sorrows,4,26,,Card // Card,common,
Modern Horizons 2 Art Series,2021-06-18,Dragon's Rage Channeler // Dragon's Rage Channeler,7,35,,Card // Card,common,
Modern Horizons 2,2021-06-18,Archfiend of Sorrows,4,74,{5}{B}{B},Creature — Demon,uncommon,0.02
Modern Horizons 2 Art Series,2021-06-18,Rustvale Bridge // Rustvale Bridge,6,77,,Card // Card,common,
Modern Horizons 2 Art Series,2021-06-18,Thornglint Bridge // Thornglint Bridge,7,81,,Card // Card,common,
Modern Horizons 2,2021-06-18,Dragon's Rage Channeler,7,121,{R},Creature — Human Shaman,uncommon,1.73
Modern Horizons 2,2021-06-18,Rakdos Headliner,1,210,{B}{R},Creature — Devil,uncommon,0.02
Modern Horizons 2,2021-06-18,Rustvale Bridge,6,253,,Artifact Land,common,0.22
Modern Horizons 2,2021-06-18,Thornglint Bridge,7,258,,Artifact Land,common,0.10
Modern Horizons 2,2021-06-18,Seal of Cleansing,1,264,{1}{W},Enchantment,uncommon,0.11
Modern Horizons 2,2021-06-18,Seal of Removal,3,269,{U},Enchantment,uncommon,0.07
The List,2021-06-19,Fact or Fiction,5,415,{3}{U},Instant,uncommon,0.16
Magic Online Promos,2021-06-19,Ephemerate,30,91221,{W},Instant,rare,
Adventures in the Forgotten Realms Art Series,2021-07-23,Owlbear // Owlbear,18,15,,Card // Card,common,
Adventures in the Forgotten Realms,2021-07-23,Plate Armor,1,32,{2}{W},Artifact — Equipment,uncommon,0.12
Adventures in the Forgotten Realms Art Series,2021-07-23,Bag of Holding // Bag of Holding,1,44,,Card // Card,common,
Forgotten Realms Commander,2021-07-23,Gryff's Boon,3,67,{W},Enchantment — Aura,uncommon,0.18
Adventures in the Forgotten Realms,2021-07-23,You See a Guard Approach,1,85,{U},Instant,common,0.08
Forgotten Realms Commander,2021-07-23,Mulldrifter,29,87,{4}{U},Creature — Elemental,uncommon,0.24
Forgotten Realms Commander,2021-07-23,Reassembling Skeleton,3,109,{1}{B},Creature — Skeleton Warrior,uncommon,0.25
Adventures in the Forgotten Realms,2021-07-23,Reaper's Talisman,1,117,{B},Artifact — Equipment,uncommon,0.05
Forgotten Realms Commander,2021-07-23,Rancor,28,167,{G},Enchantment — Aura,uncommon,1.11
Forgotten Realms Commander,2021-07-23,Wild Growth,11,174,{G},Enchantment — Aura,common,0.34
Adventures in the Forgotten Realms,2021-07-23,Owlbear,18,198,{3}{G}{G},Creature — Bird Bear,common,0.05
Forgotten Realms Commander,2021-07-23,Colossus Hammer,1,202,{1},Artifact — Equipment,uncommon,2.46
Forgotten Realms Commander,2021-07-23,Mind Stone,23,211,{2},Artifact,uncommon,0.22
Adventures in the Forgotten Realms,2021-07-23,Bruenor Battlehammer,2,219,{2}{R}{W},Legendary Creature — Dwarf Warrior,uncommon,0.15
Forgotten Realms Commander,2021-07-23,Azorius Chancery,23,224,,Land,uncommon,0.13
Adventures in the Forgotten Realms,2021-07-23,Krydle of Baldur's Gate,2,226,{U}{B},Legendary Creature — Human Elf Rogue,uncommon,0.17
Forgotten Realms Commander,2021-07-23,Dimir Aqueduct,24,234,,Land,uncommon,0.15
Adventures in the Forgotten Realms,2021-07-23,Bag of Holding,1,240,{1},Artifact,uncommon,0.08
Forgotten Realms Commander,2021-07-23,Gruul Turf,23,243,,Land,uncommon,0.14
Forgotten Realms Commander,2021-07-23,Orzhov Basilica,23,253,,Land,uncommon,0.14
Forgotten Realms Commander,2021-07-23,Rakdos Carnarium,23,257,,Land,uncommon,0.16
Forgotten Realms Commander,2021-07-23,Simic Growth Chamber,23,260,,Land,uncommon,0.24
Forgotten Realms Commander,2021-07-23,Thriving Grove,23,268,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,Thriving Heath,23,269,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,Thriving Isle,23,270,,Land,common,0.14
Forgotten Realms Commander,2021-07-23,Thriving Moor,23,271,,Land,common,0.13
Jumpstart: Historic Horizons,2021-08-26,Mulldrifter,29,221,{4}{U},Creature — Elemental,common,
Jumpstart: Historic Horizons,2021-08-26,Ninja of the Deep Hours,27,223,{3}{U},Creature — Human Ninja,common,
Jumpstart: Historic Horizons,2021-08-26,Archfiend of Sorrows,4,285,{5}{B}{B},Creature — Demon,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Dragon's Rage Channeler,7,438,{R},Creature — Human Shaman,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Fists of Flame,3,443,{1}{R},Instant,common,
Jumpstart: Historic Horizons,2021-08-26,Rakdos Headliner,1,709,{B}{R},Creature — Devil,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Reassembling Skeleton,3,785,{1}{B},Creature — Skeleton Warrior,uncommon,
Innistrad: Midnight Hunt,2021-09-24,Cathar Commando,21,10,{1}{W},Creature — Human Soldier,common,0.24
Innistrad: Midnight Hunt,2021-09-24,Duelcraft Trainer,1,16,{3}{W},Creature — Human Soldier,uncommon,0.02
Innistrad: Midnight Hunt,2021-09-24,Consider,19,44,{U},Instant,common,0.58
Midnight Hunt Commander,2021-09-24,Feed the Swarm,13,117,{1}{B},Sorcery,common,0.26
Innistrad: Midnight Hunt,2021-09-24,Raze the Effigy,1,156,{R},Instant,common,0.07
Innistrad: Midnight Hunt,2021-09-24,Thermo-Alchemist,20,164,{1}{R},Creature — Human Shaman,uncommon,0.15
Midnight Hunt Commander,2021-09-24,Dimir Aqueduct,24,172,,Land,uncommon,0.16
Midnight Hunt Commander,2021-09-24,Selesnya Sanctuary,23,180,,Land,uncommon,0.22
The List,2021-09-25,Faithless Looting,23,533,{R},Sorcery,common,0.56
Secret Lair Drop,2021-11-05,Mulldrifter,29,373,{4}{U},Creature — Elemental,rare,1.53
Crimson Vow Commander,2021-11-19,Crush Contraband,1,81,{3}{W},Instant,uncommon,0.16
Crimson Vow Commander,2021-11-19,Spectral Sailor,4,114,{U},Creature — Spirit Pirate,uncommon,0.20
Crimson Vow Commander,2021-11-19,Feed the Swarm,13,129,{1}{B},Sorcery,common,0.44
Crimson Vow Commander,2021-11-19,Night's Whisper,18,133,{1}{B},Sorcery,common,1.12
Crimson Vow Commander,2021-11-19,Vampire Nighthawk,3,140,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.17
Crimson Vow Commander,2021-11-19,Azorius Chancery,23,171,,Land,uncommon,0.13
Crimson Vow Commander,2021-11-19,Rakdos Carnarium,23,180,,Land,common,0.23
Secret Lair Drop,2021-11-29,Night's Whisper,18,207,{1}{B},Sorcery,rare,4.19
Secret Lair Drop,2021-11-29,Ravenous Chupacabra,6,305,{2}{B}{B},Creature — Beast Horror,rare,7.50
Secret Lair Drop,2021-11-29,Fact or Fiction,5,333,{3}{U},Instant,rare,3.82
Innistrad: Double Feature,2022-01-28,Cathar Commando,21,10,{1}{W},Creature — Human Soldier,common,0.70
Innistrad: Double Feature,2022-01-28,Duelcraft Trainer,1,16,{3}{W},Creature — Human Soldier,uncommon,0.03
Innistrad: Double Feature,2022-01-28,Consider,19,44,{U},Instant,common,2.28
Innistrad: Double Feature,2022-01-28,Raze the Effigy,1,156,{R},Instant,common,0.22
Innistrad: Double Feature,2022-01-28,Thermo-Alchemist,20,164,{1}{R},Creature — Human Shaman,uncommon,0.56
Neon Dynasty Art Series,2022-02-18,Return to Action // Return to Action,1,12,,Card // Card,common,
Neon Dynasty Art Series,2022-02-18,Clawing Torment // Clawing Torment,3,32,,Card // Card,common,
Kamigawa: Neon Dynasty,2022-02-18,Spirited Companion,15,38,{1}{W},Enchantment Creature — Dog,common,0.20
Kamigawa: Neon Dynasty,2022-02-18,Acquisition Octopus,2,44,{2}{U},Artifact Creature — Equipment Octopus,uncommon,0.05
Neon Dynasty Commander,2022-02-18,Crush Contraband,1,82,{3}{W},Instant,uncommon,0.16
Kamigawa: Neon Dynasty,2022-02-18,Assassin's Ink,2,87,{2}{B}{B},Instant,uncommon,0.05
Kamigawa: Neon Dynasty,2022-02-18,Clawing Torment,3,91,{B},Enchantment — Aura,common,0.08
Kamigawa: Neon Dynasty,2022-02-18,Gravelighter,3,98,{2}{B},Creature — Spirit,uncommon,0.10
Kamigawa: Neon Dynasty,2022-02-18,Return to Action,1,121,{1}{B},Instant,common,0.04
Neon Dynasty Commander,2022-02-18,Snake Umbra,5,130,{2}{G},Enchantment — Aura,uncommon,0.40
Kamigawa: Neon Dynasty,2022-02-18,Twinshot Sniper,4,168,{3}{R},Artifact Creature — Goblin Archer,uncommon,0.02
Neon Dynasty Commander,2022-02-18,Gruul Turf,23,170,,Land,uncommon,0.18
Kamigawa: Neon Dynasty,2022-02-18,Colossal Skyturtle,6,216,{4}{G}{G}{U},Enchantment Creature — Turtle,uncommon,0.16
Kamigawa: Neon Dynasty,2022-02-18,Circuit Mender,5,242,{3},Artifact Creature — Insect,uncommon,0.13
Kamigawa: Neon Dynasty,2022-02-18,Containment Construct,2,243,{2},Artifact Creature — Construct,uncommon,0.20
Kamigawa: Neon Dynasty,2022-02-18,Jungle Hollow,9,269,,Land,common,0.06
Kamigawa: Neon Dynasty,2022-02-18,Scoured Barrens,11,274,,Land,common,0.08
Kamigawa: Neon Dynasty,2022-02-18,Swiftwater Cliffs,10,277,,Land,common,0.05
Kamigawa: Neon Dynasty,2022-02-18,Thornwood Falls,9,279,,Land,common,0.05
The List,2022-02-18,Flutterfox,2,656,{1}{W},Creature — Fox,common,0.05
Wizards Play Network 2022,2022-03-05,Consider,19,1,{U},Instant,rare,1.55
Planeswalker Championship Promos,2022-04-01,Krydle of Baldur's Gate,2,2022-3,{U}{B},Legendary Creature — Human Elf Rogue,uncommon,
Heads I Win, Tails You Lose,2022-04-22,Mind Stone,23,51,{2},Artifact,common,
Heads I Win, Tails You Lose,2022-04-22,Izzet Boilerworks,27,68,,Land,uncommon,
New Capenna Art Series,2022-04-29,Rogues' Gallery // Rogues' Gallery,1,17,,Card // Card,common,
Streets of New Capenna,2022-04-29,Raffine's Guidance,1,25,{W},Enchantment — Aura,common,0.02
New Capenna Art Series,2022-04-29,Skybridge Towers // Skybridge Towers,13,37,,Card // Card,common,
New Capenna Art Series,2022-04-29,Racers' Ring // Racers' Ring,13,80,,Card // Card,common,
Streets of New Capenna,2022-04-29,Murder,8,88,{1}{B}{B},Instant,common,0.08
Streets of New Capenna,2022-04-29,Rogues' Gallery,1,92,{2}{B},Sorcery,uncommon,0.02
Streets of New Capenna,2022-04-29,Goldhound,10,108,{R},Artifact Creature — Treasure Dog,common,0.09
New Capenna Commander,2022-04-29,Fact or Fiction,5,221,{3}{U},Instant,uncommon,0.13
New Capenna Commander,2022-04-29,Looter il-Kor,20,225,{1}{U},Creature — Kor Rogue,common,0.08
New Capenna Commander,2022-04-29,Treasure Cruise,23,237,{7}{U},Sorcery,common,0.20
New Capenna Commander,2022-04-29,Feed the Swarm,13,250,{1}{B},Sorcery,common,0.46
Streets of New Capenna,2022-04-29,Racers' Ring,13,253,,Land,common,0.05
Streets of New Capenna,2022-04-29,Skybridge Towers,13,256,,Land,common,0.06
Streets of New Capenna,2022-04-29,Tramway Station,14,258,,Land,common,0.07
Streets of New Capenna,2022-04-29,Waterfront District,14,259,,Land,common,0.07
New Capenna Commander,2022-04-29,Thriving Bluff,23,438,,Land,common,0.10
New Capenna Commander,2022-04-29,Thriving Grove,23,439,,Land,common,0.10
New Capenna Commander,2022-04-29,Thriving Heath,23,440,,Land,common,0.06
New Capenna Commander,2022-04-29,Thriving Isle,23,441,,Land,common,0.11
New Capenna Commander,2022-04-29,Thriving Moor,23,442,,Land,common,0.07
Commander Legends: Battle for Baldur's Gate,2022-06-10,Crystal Dragon // Rob the Hoard,3,13,{4}{W}{W} // {1}{W},Creature — Dragon // Sorcery — Adventure,uncommon,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Sword Coast Serpent // Capsizing Wave,7,99,{5}{U}{U} // {1}{U},Creature — Serpent Dragon // Instant — Adventure,common,0.13
Commander Legends: Battle for Baldur's Gate,2022-06-10,Murder,8,134,{1}{B}{B},Instant,common,0.06
Commander Legends: Battle for Baldur's Gate,2022-06-10,Bag of Holding,1,299,{1},Artifact,uncommon,0.08
Commander Legends: Battle for Baldur's Gate,2022-06-10,Mind Stone,23,325,{2},Artifact,uncommon,0.24
Commander Legends: Battle for Baldur's Gate,2022-06-10,Black Dragon Gate,16,347,,Land — Gate,common,0.36
Commander Legends: Battle for Baldur's Gate,2022-06-10,Citadel Gate,16,349,,Land — Gate,common,0.52
Commander Legends: Battle for Baldur's Gate,2022-06-10,Cliffgate,16,350,,Land — Gate,common,0.25
Commander Legends: Battle for Baldur's Gate,2022-06-10,Manor Gate,16,356,,Land — Gate,common,0.36
Commander Legends: Battle for Baldur's Gate,2022-06-10,Sea Gate,16,359,,Land — Gate,common,0.82
Commander Legends: Battle for Baldur's Gate,2022-06-10,Compulsive Research,15,715,{2}{U},Sorcery,common,0.11
Commander Legends: Battle for Baldur's Gate,2022-06-10,Fact or Fiction,5,720,{3}{U},Instant,uncommon,0.14
Commander Legends: Battle for Baldur's Gate,2022-06-10,Feed the Swarm,13,752,{1}{B},Sorcery,common,0.26
Commander Legends: Battle for Baldur's Gate,2022-06-10,Ravenous Chupacabra,6,770,{2}{B}{B},Creature — Beast Horror,uncommon,0.31
The List,2022-06-10,Dragon's Rage Channeler,7,776,{R},Creature — Human Shaman,uncommon,1.65
Commander Legends: Battle for Baldur's Gate,2022-06-10,Embereth Shieldbreaker // Battle Display,5,792,{1}{R} // {R},Creature — Human Knight // Sorcery — Adventure,uncommon,0.10
The List,2022-06-10,Krydle of Baldur's Gate,2,793,{U}{B},Legendary Creature — Human Elf Rogue,uncommon,0.08
Commander Legends: Battle for Baldur's Gate,2022-06-10,Dimir Aqueduct,24,891,,Land,uncommon,0.14
Commander Legends: Battle for Baldur's Gate,2022-06-10,Gruul Turf,23,895,,Land,uncommon,0.18
Commander Legends: Battle for Baldur's Gate,2022-06-10,Izzet Boilerworks,27,897,,Land,uncommon,0.18
