Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Ixalan,2017-09-29,Jade Guardian,5,194,{3}{G},Creature — Merfolk Shaman,common,0.02
Duel Decks: Merfolk vs. Goblins,2017-10-24,Merfolk Looter,12,10,{1}{U},Creature — Merfolk Rogue,uncommon,0.16
Duel Decks: Merfolk vs. Goblins,2017-10-24,Hordeling Outburst,19,51,{1}{R}{R},Sorcery,uncommon,0.22
Duel Decks: Merfolk vs. Goblins,2017-10-24,Krenko's Command,9,53,{1}{R},Sorcery,common,0.42
Iconic Masters,2017-11-17,Ainok Bond-Kin,7,4,{1}{W},Creature — Dog Soldier,common,0.11
Iconic Masters,2017-11-17,Doomed Traveler,17,16,{W},Creature — Human Soldier,common,0.03
Iconic Masters,2017-11-17,Seeker of the Way,25,29,{1}{W},Creature — Human Warrior,common,0.05
Iconic Masters,2017-11-17,Topan Freeblade,9,37,{1}{W},Creature — Human Soldier,uncommon,0.04
Iconic Masters,2017-11-17,Condescend,15,46,{X}{U},Instant,uncommon,0.19
Iconic Masters,2017-11-17,Mana Leak,24,66,{1}{U},Instant,common,0.18
Iconic Masters,2017-11-17,Mnemonic Wall,12,67,{4}{U},Creature — Wall,common,0.14
Iconic Masters,2017-11-17,Repeal,10,70,{X}{U},Instant,common,0.09
Iconic Masters,2017-11-17,Phyrexian Rager,23,102,{2}{B},Creature — Phyrexian Horror,common,0.02
Iconic Masters,2017-11-17,Borderland Marauder,7,119,{1}{R},Creature — Human Warrior,common,0.03
Iconic Masters,2017-11-17,Fireball,12,128,{X}{R},Sorcery,uncommon,0.16
Iconic Masters,2017-11-17,Monastery Swiftspear,21,140,{R},Creature — Human Monk,uncommon,0.39
Iconic Masters,2017-11-17,Rift Bolt,12,143,{2}{R},Sorcery,uncommon,0.24
Iconic Masters,2017-11-17,Lead the Stampede,4,173,{2}{G},Sorcery,common,0.13
Iconic Masters,2017-11-17,Phantom Tiger,9,181,{2}{G},Creature — Cat Spirit,common,0.07
Iconic Masters,2017-11-17,Wall of Roots,16,190,{1}{G},Creature — Plant Wall,common,0.18
Iconic Masters,2017-11-17,Guardian Idol,9,216,{2},Artifact,common,0.24
Iconic Masters,2017-11-17,Mind Stone,23,219,{2},Artifact,common,0.27
Iconic Masters,2017-11-17,Pristine Talisman,14,225,{3},Artifact,uncommon,0.24
Iconic Masters,2017-11-17,Star Compass,4,229,{2},Artifact,common,0.87
Iconic Masters,2017-11-17,Azorius Chancery,23,232,,Land,uncommon,0.14
Iconic Masters,2017-11-17,Boros Garrison,23,233,,Land,uncommon,0.19
Iconic Masters,2017-11-17,Dimir Aqueduct,24,234,,Land,uncommon,0.17
Iconic Masters,2017-11-17,Evolving Wilds,28,235,,Land,common,0.09
Iconic Masters,2017-11-17,Golgari Rot Farm,23,236,,Land,uncommon,0.27
Iconic Masters,2017-11-17,Gruul Turf,23,239,,Land,uncommon,0.22
Iconic Masters,2017-11-17,Izzet Boilerworks,27,241,,Land,uncommon,0.18
Iconic Masters,2017-11-17,Orzhov Basilica,23,243,,Land,uncommon,0.23
Iconic Masters,2017-11-17,Rakdos Carnarium,23,245,,Land,uncommon,0.14
Iconic Masters,2017-11-17,Selesnya Sanctuary,23,247,,Land,uncommon,0.25
Iconic Masters,2017-11-17,Simic Growth Chamber,23,249,,Land,uncommon,0.23
Explorers of Ixalan,2017-11-24,Giant Growth,11,32,{G},Instant,common,0.18
Explorers of Ixalan,2017-11-24,Rancor,28,35,{G},Enchantment — Aura,uncommon,1.59
Rivals of Ixalan,2018-01-19,Dusk Legion Zealot,15,70,{1}{B},Creature — Vampire Soldier,common,0.15
Rivals of Ixalan,2018-01-19,Fanatical Firebrand,14,101,{R},Creature — Goblin Pirate,common,0.09
Rivals of Ixalan,2018-01-19,Jungleborn Pioneer,10,137,{2}{G},Creature — Merfolk Scout,common,0.05
Rivals of Ixalan,2018-01-19,Evolving Wilds,28,186,,Land,common,0.11
Rivals of Ixalan Promos,2018-01-19,Evolving Wilds,28,186,,Land,common,
Masters 25,2018-03-16,Gods Willing,7,16,{W},Instant,common,0.07
Masters 25,2018-03-16,Pacifism,11,28,{1}{W},Enchantment — Aura,common,0.02
Masters 25,2018-03-16,Savannah Lions,12,33,{W},Creature — Cat,common,0.09
Masters 25,2018-03-16,Counterspell,29,50,{U}{U},Instant,common,0.98
Masters 25,2018-03-16,Exclude,16,55,{2}{U},Instant,uncommon,0.16
Masters 25,2018-03-16,Man-o'-War,23,64,{2}{U},Creature — Jellyfish,common,0.04
Masters 25,2018-03-16,Merfolk Looter,12,65,{1}{U},Creature — Merfolk Rogue,uncommon,0.17
Masters 25,2018-03-16,Disfigure,16,87,{B},Instant,common,0.02
Masters 25,2018-03-16,Dusk Legion Zealot,15,89,{1}{B},Creature — Vampire Soldier,common,0.17
Masters 25,2018-03-16,Phyrexian Ghoul,7,100,{2}{B},Creature — Phyrexian Zombie,common,0.02
Masters 25,2018-03-16,Ruthless Ripper,9,107,{B},Creature — Human Assassin,common,0.08
Masters 25,2018-03-16,Twisted Abomination,11,111,{5}{B},Creature — Zombie Mutant,common,0.03
Masters 25,2018-03-16,Unearth,23,113,{B},Sorcery,common,0.39
Masters 25,2018-03-16,Frenzied Goblin,10,131,{R},Creature — Goblin Berserker,common,0.10
Masters 25,2018-03-16,Hordeling Outburst,19,134,{1}{R}{R},Sorcery,common,0.22
Masters 25,2018-03-16,Jackal Pup,13,139,{R},Creature — Jackal,common,0.07
Masters 25,2018-03-16,Lightning Bolt,28,141,{R},Instant,uncommon,0.90
Masters 25,2018-03-16,Giant Growth,11,172,{G},Instant,common,0.08
Masters 25,2018-03-16,Krosan Tusker,23,178,{5}{G}{G},Creature — Boar Beast,uncommon,0.09
Masters 25,2018-03-16,Rancor,28,186,{G},Enchantment — Aura,uncommon,1.63
Masters 25,2018-03-16,Pillory of the Sleepless,16,213,{1}{W}{B},Enchantment — Aura,uncommon,0.09
Masters 25,2018-03-16,Perilous Myr,27,227,{2},Artifact Creature — Phyrexian Myr,uncommon,0.16
Masters 25,2018-03-16,Prophetic Prism,15,229,{2},Artifact,common,0.05
Masters 25,2018-03-16,Ash Barrens,29,236,,Land,uncommon,0.26
Duel Decks: Elves vs. Inventors,2018-04-06,Elvish Mystic,19,7,{G},Creature — Elf Druid,common,0.56
Duel Decks: Elves vs. Inventors,2018-04-06,Krosan Tusker,23,14,{5}{G}{G},Creature — Boar Beast,common,0.07
Duel Decks: Elves vs. Inventors,2018-04-06,Lead the Stampede,4,16,{2}{G},Sorcery,common,0.23
Duel Decks: Elves vs. Inventors,2018-04-06,Ghirapur Gearcrafter,10,46,{2}{R},Creature — Human Artificer,common,0.11
Duel Decks: Elves vs. Inventors,2018-04-06,Filigree Familiar,14,53,{3},Artifact Creature — Fox,uncommon,0.10
Dominaria,2018-04-27,Opt,16,60,{U},Instant,common,0.08
Dominaria Promos,2018-04-27,Opt,16,60,{U},Instant,common,
Dominaria,2018-04-27,Cast Down,19,81,{1}{B},Instant,uncommon,0.29
Dominaria Promos,2018-04-27,Cast Down,19,81,{1}{B},Instant,uncommon,
Dominaria,2018-04-27,Deathbloom Thallid,5,84,{2}{B},Creature — Fungus,common,0.03
Dominaria,2018-04-27,Llanowar Elves,28,168,{G},Creature — Elf Druid,common,0.27
Dominaria Promos,2018-04-27,Llanowar Elves,28,168,{G},Creature — Elf Druid,common,
Commander Anthology Volume II,2018-06-08,Faith's Fetters,21,28,{3}{W},Enchantment — Aura,common,0.20
Commander Anthology Volume II,2018-06-08,Mulldrifter,29,47,{4}{U},Creature — Elemental,common,0.30
Commander Anthology Volume II,2018-06-08,Treasure Cruise,23,53,{7}{U},Sorcery,common,0.39
Commander Anthology Volume II,2018-06-08,Gravedigger,14,66,{3}{B},Creature — Zombie,common,0.10
Commander Anthology Volume II,2018-06-08,Beetleback Chief,21,83,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.34
Battlebond,2018-06-08,Doomed Traveler,17,91,{W},Creature — Human Soldier,common,0.04
Commander Anthology Volume II,2018-06-08,Faithless Looting,23,96,{R},Sorcery,common,0.83
Battlebond,2018-06-08,Pacifism,11,101,{1}{W},Enchantment — Aura,common,0.01
Battlebond,2018-06-08,Impulse,14,119,{1}{U},Instant,common,0.16
Battlebond,2018-06-08,Peregrine Drake,13,128,{4}{U},Creature — Drake,uncommon,0.23
Battlebond,2018-06-08,Doomed Dissenter,7,142,{1}{B},Creature — Human,common,0.04
Commander Anthology Volume II,2018-06-08,Tuskguard Captain,5,147,{2}{G},Creature — Human Warrior,uncommon,0.35
Commander Anthology Volume II,2018-06-08,Yavimaya Elder,15,149,{1}{G}{G},Creature — Human Druid,common,0.09
Commander Anthology Volume II,2018-06-08,Desecrator Hag,8,153,{2}{B/G}{B/G},Creature — Hag,common,0.12
Battlebond,2018-06-08,Borderland Marauder,7,170,{1}{R},Creature — Human Warrior,common,0.02
Battlebond,2018-06-08,Chain Lightning,21,171,{R},Sorcery,uncommon,0.35
Battlebond,2018-06-08,Giant Growth,11,200,{G},Instant,common,0.07
Commander Anthology Volume II,2018-06-08,Mind Stone,23,200,{2},Artifact,uncommon,0.55
Battlebond,2018-06-08,Primal Huntbeast,7,208,{3}{G},Creature — Beast,common,0.04
Battlebond,2018-06-08,Pulse of Murasa,17,209,{2}{G},Instant,uncommon,0.10
Commander Anthology Volume II,2018-06-08,Pristine Talisman,14,211,{3},Artifact,common,0.27
Battlebond,2018-06-08,Dinrova Horror,23,220,{4}{U}{B},Creature — Horror,uncommon,0.07
Commander Anthology Volume II,2018-06-08,Wayfarer's Bauble,9,229,{1},Artifact,common,0.76
Commander Anthology Volume II,2018-06-08,Ash Barrens,29,235,,Land,common,0.15
Commander Anthology Volume II,2018-06-08,Azorius Chancery,23,236,,Land,uncommon,0.30
Commander Anthology Volume II,2018-06-08,Boros Garrison,23,239,,Land,common,0.39
Battlebond,2018-06-08,Pierce Strider,10,244,{4},Artifact Creature — Phyrexian Construct,common,0.02
Commander Anthology Volume II,2018-06-08,Dimir Aqueduct,24,245,,Land,common,0.22
Commander Anthology Volume II,2018-06-08,Evolving Wilds,28,249,,Land,common,0.17
Commander Anthology Volume II,2018-06-08,Golgari Rot Farm,23,254,,Land,uncommon,0.46
Commander Anthology Volume II,2018-06-08,Simic Growth Chamber,23,267,,Land,common,0.34
Signature Spellbook: Jace,2018-06-15,Counterspell,29,4,{U}{U},Instant,rare,1.84
Magic Online Promos,2018-07-11,Llanowar Elves,28,68039,{G},Creature — Elf Druid,common,
Magic Online Promos,2018-07-11,Opt,16,68047,{U},Instant,common,
Magic Online Promos,2018-07-11,Cast Down,19,68049,{1}{B},Instant,uncommon,
Core Set 2019,2018-07-13,Gallant Cavalry,5,12,{3}{W},Creature — Human Knight,common,0.03
Core Set 2019,2018-07-13,Militia Bugler,14,29,{2}{W},Creature — Human Soldier,uncommon,0.06
Core Set 2019 Promos,2018-07-13,Militia Bugler,14,29,{2}{W},Creature — Human Soldier,uncommon,
Core Set 2019,2018-07-13,Doomed Dissenter,7,93,{1}{B},Creature — Human,common,0.03
Core Set 2019,2018-07-13,Gravedigger,14,98,{3}{B},Creature — Zombie,uncommon,0.02
Core Set 2019,2018-07-13,Vampire Sovereign,12,125,{3}{B}{B},Creature — Vampire Noble,uncommon,0.07
Core Set 2019,2018-07-13,Dark-Dweller Oracle,14,134,{1}{R},Creature — Goblin Shaman,rare,0.20
Core Set 2019 Promos,2018-07-13,Dark-Dweller Oracle,14,134s,{1}{R},Creature — Goblin Shaman,rare,
Core Set 2019,2018-07-13,Goblin Motivator,8,143,{R},Creature — Goblin Warrior,common,0.14
Core Set 2019,2018-07-13,Lightning Strike,18,152,{1}{R},Instant,uncommon,0.09
Core Set 2019,2018-07-13,Viashino Pyromancer,10,166,{1}{R},Creature — Viashino Wizard,common,0.06
Core Set 2019,2018-07-13,Skyscanner,8,245,{3},Artifact Creature — Thopter,common,0.06
Core Set 2019,2018-07-13,Llanowar Elves,28,314,{G},Creature — Elf Druid,common,0.57
Magic Online Promos,2018-07-14,Militia Bugler,14,69260,{2}{W},Creature — Human Soldier,uncommon,
Commander 2018,2018-08-09,Into the Roil,14,92,{1}{U},Instant,common,0.10
Commander 2018,2018-08-09,Mulldrifter,29,94,{4}{U},Creature — Elemental,uncommon,0.27
Commander 2018,2018-08-09,Ninja of the Deep Hours,27,95,{3}{U},Creature — Human Ninja,common,1.09
Commander 2018,2018-08-09,Ponder,25,96,{U},Sorcery,common,3.05
Commander 2018,2018-08-09,Grapple with the Past,13,148,{1}{G},Instant,common,0.22
Commander 2018,2018-08-09,Sakura-Tribe Elder,22,160,{1}{G},Creature — Snake Shaman,common,0.96
Commander 2018,2018-08-09,Yavimaya Elder,15,166,{1}{G}{G},Creature — Human Druid,common,0.07
Commander 2018,2018-08-09,Mind Stone,23,210,{2},Artifact,common,0.23
Commander 2018,2018-08-09,Azorius Chancery,23,233,,Land,uncommon,0.13
Commander 2018,2018-08-09,Dimir Aqueduct,24,242,,Land,uncommon,0.20
Commander 2018,2018-08-09,Evolving Wilds,28,245,,Land,common,0.09
Commander 2018,2018-08-09,Golgari Rot Farm,23,249,,Land,uncommon,0.28
Commander 2018,2018-08-09,Gruul Turf,23,252,,Land,uncommon,0.19
Commander 2018,2018-08-09,Izzet Boilerworks,27,256,,Land,uncommon,0.22
Commander 2018,2018-08-09,Orzhov Basilica,23,271,,Land,uncommon,0.14
Commander 2018,2018-08-09,Rakdos Carnarium,23,273,,Land,common,0.22
Commander 2018,2018-08-09,Selesnya Sanctuary,23,281,,Land,common,0.19
Commander 2018,2018-08-09,Simic Growth Chamber,23,282,,Land,uncommon,0.23
Magic Online Promos,2018-09-28,Ash Barrens,29,69983,,Land,common,
Guilds of Ravnica,2018-10-05,Hunted Witness,10,15,{W},Creature — Human,common,0.10
Guilds of Ravnica,2018-10-05,Watcher in the Mist,8,59,{3}{U}{U},Creature — Spirit,common,0.01
Guilds of Ravnica,2018-10-05,Dead Weight,14,67,{B},Enchantment — Aura,common,0.02
Guilds of Ravnica,2018-10-05,Goblin Electromancer,9,174,{U}{R},Creature — Goblin Wizard,common,0.13
Guilds of Ravnica,2018-10-05,Skyknight Legionnaire,14,198,{1}{R}{W},Creature — Human Knight,common,0.02
GRN Guild Kit,2018-11-02,Dimir Guildmage,15,13,{U/B}{U/B},Creature — Human Wizard,uncommon,0.09
GRN Guild Kit,2018-11-02,Dinrova Horror,23,14,{4}{U}{B},Creature — Horror,uncommon,0.13
GRN Guild Kit,2018-11-02,Dimir Aqueduct,24,23,,Land,common,0.20
GRN Guild Kit,2018-11-02,Izzet Charm,11,41,{U}{R},Instant,uncommon,0.48
GRN Guild Kit,2018-11-02,Izzet Boilerworks,27,47,,Land,common,0.25
GRN Guild Kit,2018-11-02,Golgari Rot Farm,23,74,,Land,common,0.46
GRN Guild Kit,2018-11-02,Frenzied Goblin,10,81,{R},Creature — Goblin Berserker,uncommon,0.21
GRN Guild Kit,2018-11-02,Boros Garrison,23,98,,Land,common,0.22
GRN Guild Kit,2018-11-02,Selesnya Sanctuary,23,125,,Land,common,0.27
Game Night,2018-11-16,Llanowar Elves,28,46,{G},Creature — Elf Druid,common,1.10
Game Night,2018-11-16,Filigree Familiar,14,52,{3},Artifact Creature — Fox,uncommon,0.28
Ultimate Masters,2018-12-07,Ulamog's Crusher,18,8,{8},Creature — Eldrazi,common,0.53
Ultimate Masters,2018-12-07,Faith's Fetters,21,16,{3}{W},Enchantment — Aura,common,0.04
Ultimate Masters,2018-12-07,Gods Willing,7,18,{W},Instant,common,0.10
Ultimate Masters,2018-12-07,Heliod's Pilgrim,12,19,{2}{W},Creature — Human Cleric,common,0.10
Ultimate Masters,2018-12-07,Rally the Peasants,21,28,{2}{W},Instant,uncommon,0.13
Ultimate Masters,2018-12-07,Aethersnipe,10,44,{5}{U},Creature — Elemental,common,0.04
Ultimate Masters,2018-12-07,Archaeomancer,19,45,{2}{U}{U},Creature — Human Wizard,common,0.26
Ultimate Masters,2018-12-07,Treasure Cruise,23,79,{7}{U},Sorcery,common,0.27
Ultimate Masters,2018-12-07,Chainer's Edict,15,89,{1}{B},Sorcery,uncommon,0.50
Ultimate Masters,2018-12-07,Death Denied,17,92,{X}{B}{B},Instant — Arcane,common,0.09
Ultimate Masters,2018-12-07,Gurmag Angler,25,102,{6}{B},Creature — Zombie Fish,common,0.18
Ultimate Masters,2018-12-07,Moan of the Unhallowed,14,107,{2}{B}{B},Sorcery,common,0.07
Ultimate Masters,2018-12-07,Faithless Looting,23,128,{R},Sorcery,common,0.35
Ultimate Masters,2018-12-07,Hissing Iguanar,16,134,{2}{R},Creature — Lizard,common,0.06
Ultimate Masters,2018-12-07,Raid Bombardment,8,142,{2}{R},Enchantment,common,0.36
Ultimate Masters,2018-12-07,Reckless Charge,12,143,{R},Sorcery,common,0.07
Ultimate Masters,2018-12-07,Thermo-Alchemist,20,151,{1}{R},Creature — Human Shaman,common,0.17
Ultimate Masters,2018-12-07,Hooting Mandrills,18,170,{5}{G},Creature — Ape,common,0.13
Ultimate Masters,2018-12-07,Pulse of Murasa,17,179,{2}{G},Instant,common,0.10
Ultimate Masters,2018-12-07,Travel Preparations,12,188,{1}{G},Sorcery,uncommon,0.05
Ultimate Masters,2018-12-07,Dimir Guildmage,15,213,{U/B}{U/B},Creature — Human Wizard,common,0.05
Ultimate Masters,2018-12-07,Fire // Ice,21,225,{1}{R} // {1}{U},Instant // Instant,common,0.21
MTG Arena Promos,2018-12-25,Llanowar Elves,28,4,{G},Creature — Elf Druid,common,
MagicFest 2019,2019-01-01,Lightning Bolt,28,1,{R},Instant,rare,2.56
Ravnica Allegiance,2019-01-25,Faerie Duelist,9,39,{1}{U},Creature — Faerie Rogue,common,0.05
Ravnica Allegiance,2019-01-25,Skewer the Critics,7,115,{2}{R},Sorcery,common,0.87
Ravnica Allegiance,2019-01-25,Titanic Brawl,4,146,{1}{G},Instant,common,0.07
Ravnica Allegiance,2019-01-25,Fireblade Artist,15,172,{B}{R},Creature — Human Shaman,uncommon,0.04
Ravnica Allegiance,2019-01-25,Growth Spiral,15,178,{G}{U},Instant,common,0.40
Ravnica Allegiance Promos,2019-01-25,Growth Spiral,15,178,{G}{U},Instant,common,
Ravnica Allegiance,2019-01-25,Lawmage's Binding,9,190,{1}{W}{U},Enchantment — Aura,common,0.04
RNA Guild Kit,2019-02-15,Lyev Skyknight,8,16,{1}{W}{U},Creature — Human Knight,uncommon,0.15
RNA Guild Kit,2019-02-15,Azorius Chancery,23,25,,Land,uncommon,0.22
RNA Guild Kit,2019-02-15,Plagued Rusalka,8,32,{B},Creature — Spirit,uncommon,0.13
RNA Guild Kit,2019-02-15,Pillory of the Sleepless,16,44,{1}{W}{B},Enchantment — Aura,uncommon,0.25
RNA Guild Kit,2019-02-15,Orzhov Basilica,23,49,,Land,common,0.25
RNA Guild Kit,2019-02-15,Rakdos Carnarium,23,77,,Land,common,0.26
RNA Guild Kit,2019-02-15,Burning-Tree Emissary,23,88,{R/G}{R/G},Creature — Human Shaman,uncommon,0.34
RNA Guild Kit,2019-02-15,Gruul Turf,23,104,,Land,common,0.26
RNA Guild Kit,2019-02-15,Experiment One,18,111,{G},Creature — Human Ooze,uncommon,0.63
RNA Guild Kit,2019-02-15,Coiling Oracle,18,115,{G}{U},Creature — Snake Elf Druid,common,0.21
RNA Guild Kit,2019-02-15,Simic Growth Chamber,23,131,,Land,uncommon,0.27
Media Inserts,2019-04-01,Cast Down,19,30,{1}{B},Instant,uncommon,
War of the Spark,2019-05-03,Aven Eternal,13,42,{2}{U},Creature — Zombie Bird Warrior,common,0.03
War of the Spark,2019-05-03,Callous Dismissal,10,44,{1}{U},Sorcery,common,0.06
War of the Spark,2019-05-03,Lazotep Reaver,14,96,{1}{B},Creature — Zombie Beast,common,0.07
War of the Spark,2019-05-03,Grim Initiate,10,130,{R},Creature — Zombie Warrior,common,0.04
War of the Spark,2019-05-03,Heartfire,7,131,{1}{R},Instant,common,0.04
War of the Spark,2019-05-03,Spellgorger Weird,9,145,{2}{R},Creature — Weird,common,0.02
War of the Spark,2019-05-03,Bloom Hulk,5,154,{3}{G},Creature — Plant Elemental,common,0.07
War of the Spark,2019-05-03,Giant Growth,11,162,{G},Instant,common,0.04
Modern Horizons Art Series,2019-06-05,Ephemerate // Ephemerate,30,36,,Card // Card,common,
Modern Horizons,2019-06-14,Battle Screech,26,4,{2}{W}{W},Sorcery,uncommon,0.05
Modern Horizons,2019-06-14,Ephemerate,30,7,{W},Instant,common,1.49
Modern Horizons,2019-06-14,Rhox Veteran,20,24,{3}{W},Creature — Rhino Soldier,common,0.05
Modern Horizons,2019-06-14,Settle Beyond Reality,12,27,{4}{W},Sorcery,common,0.03
Modern Horizons,2019-06-14,Exclude,16,48,{2}{U},Instant,uncommon,0.07
Modern Horizons,2019-06-14,Faerie Seer,21,51,{U},Creature — Faerie Wizard,common,0.34
Modern Horizons,2019-06-14,Man-o'-War,23,55,{2}{U},Creature — Jellyfish,common,0.03
Modern Horizons,2019-06-14,Carrion Feeder,24,81,{B},Creature — Zombie,uncommon,2.94
Modern Horizons,2019-06-14,Crypt Rats,20,84,{2}{B},Creature — Rat,uncommon,0.28
Modern Horizons,2019-06-14,Defile,13,86,{B},Instant,common,0.68
Modern Horizons,2019-06-14,First-Sphere Gargantua,18,91,{4}{B}{B},Creature — Phyrexian Horror,common,0.03
Modern Horizons,2019-06-14,Gluttonous Slug,5,93,{1}{B},Creature — Slug Horror,common,0.02
Modern Horizons,2019-06-14,Putrid Goblin,16,101,{1}{B},Creature — Zombie Goblin,common,0.18
Modern Horizons,2019-06-14,Ransack the Lab,11,103,{1}{B},Sorcery,common,0.05
Modern Horizons,2019-06-14,Unearth,23,113,{B},Sorcery,common,0.18
Modern Horizons,2019-06-14,Bogardan Dragonheart,15,120,{2}{R},Creature — Human Shaman,common,0.02
Modern Horizons,2019-06-14,Firebolt,23,122,{R},Sorcery,uncommon,0.04
Modern Horizons,2019-06-14,Orcish Hellraiser,14,136,{1}{R},Creature — Orc Warrior,common,0.02
Modern Horizons,2019-06-14,Reckless Charge,12,144,{R},Sorcery,common,0.04
Modern Horizons,2019-06-14,Krosan Tusker,23,169,{5}{G}{G},Creature — Boar Beast,common,0.02
Modern Horizons,2019-06-14,Mother Bear,16,171,{1}{G},Creature — Bear,common,0.07
Modern Horizons,2019-06-14,Trumpeting Herd,23,187,{2}{G}{G},Sorcery,common,0.02
Modern Horizons,2019-06-14,Winding Way,17,193,{1}{G},Sorcery,common,0.22
Core Set 2020,2019-07-12,Ancestral Blade,17,3,{1}{W},Artifact — Equipment,uncommon,0.03
Core Set 2020,2019-07-12,Gods Willing,7,19,{W},Instant,uncommon,0.12
Core Set 2020,2019-07-12,Pacifism,11,32,{1}{W},Enchantment — Aura,common,0.01
Core Set 2020,2019-07-12,Raise the Alarm,20,34,{1}{W},Instant,common,0.04
Core Set 2020,2019-07-12,Cloudkin Seer,26,54,{2}{U},Creature — Elemental Wizard,common,0.09
Core Set 2020,2019-07-12,Warden of Evos Isle,8,79,{2}{U},Creature — Bird Wizard,uncommon,0.06
Core Set 2020,2019-07-12,Disfigure,16,95,{B},Instant,uncommon,0.03
Core Set 2020 Promos,2019-07-12,Disfigure,16,95,{B},Instant,uncommon,0.19
Core Set 2020,2019-07-12,Gravedigger,14,103,{3}{B},Creature — Zombie,uncommon,0.03
Core Set 2020,2019-07-12,Pulse of Murasa,17,189,{2}{G},Instant,uncommon,0.08
Core Set 2020,2019-07-12,Silverback Shaman,11,195,{3}{G}{G},Creature — Ape Shaman,common,0.02
Core Set 2020,2019-07-12,Evolving Wilds,28,246,,Land,common,0.08
Core Set 2020,2019-07-12,Wildfire Elemental,6,297,{2}{R}{R},Creature — Elemental,common,0.19
Commander 2019,2019-08-23,Prismatic Strands,17,69,{2}{W},Instant,common,1.70
Commander 2019,2019-08-23,Deep Analysis,20,83,{3}{U},Sorcery,common,0.09
Commander 2019,2019-08-23,Faithless Looting,23,140,{R},Sorcery,common,0.38
Commander 2019,2019-08-23,Sakura-Tribe Elder,22,177,{1}{G},Creature — Snake Shaman,common,1.19
Commander 2019,2019-08-23,Ash Barrens,29,227,,Land,common,0.08
Commander 2019,2019-08-23,Azorius Chancery,23,228,,Land,uncommon,0.11
Commander 2019,2019-08-23,Boros Garrison,23,233,,Land,common,0.12
Commander 2019,2019-08-23,Dimir Aqueduct,24,239,,Land,uncommon,0.16
Commander 2019,2019-08-23,Evolving Wilds,28,241,,Land,common,0.08
Commander 2019,2019-08-23,Golgari Rot Farm,23,248,,Land,uncommon,0.21
Commander 2019,2019-08-23,Gruul Turf,23,250,,Land,uncommon,0.17
Commander 2019,2019-08-23,Izzet Boilerworks,27,252,,Land,uncommon,0.21
Commander 2019,2019-08-23,Rakdos Carnarium,23,266,,Land,common,0.19
Commander 2019,2019-08-23,Selesnya Sanctuary,23,272,,Land,common,0.25
Commander 2019,2019-08-23,Simic Growth Chamber,23,274,,Land,uncommon,0.21
Throne of Eldraine,2019-10-04,Ardenvale Tactician // Dizzying Swoop,20,5,{1}{W}{W} // {1}{W},Creature — Human Knight // Instant — Adventure,common,0.05
Throne of Eldraine,2019-10-04,Faerie Guidemother // Gift of the Fae,15,11,{W} // {1}{W},Creature — Faerie // Sorcery — Adventure,common,0.08
Throne of Eldraine,2019-10-04,Opt,16,59,{U},Instant,common,0.07
Throne of Eldraine,2019-10-04,Witching Well,8,74,{U},Artifact,common,0.06
Throne of Eldraine,2019-10-04,Rimrock Knight // Boulder Rush,16,137,{1}{R} // {R},Creature — Dwarf Knight // Instant — Adventure,common,0.03
Throne of Eldraine,2019-10-04,Gingerbrute,25,219,{1},Artifact Creature — Food Golem,common,0.35
Magic Online Promos,2019-10-06,Rimrock Knight // Boulder Rush,16,78750,{1}{R} // {R},Creature — Dwarf Knight // Instant — Adventure,common,
Magic Online Promos,2019-10-06,Ardenvale Tactician // Dizzying Swoop,20,78790,{1}{W}{W} // {1}{W},Creature — Human Knight // Instant — Adventure,common,
Magic Online Promos,2019-10-06,Faerie Guidemother // Gift of the Fae,15,78850,{W} // {1}{W},Creature — Faerie // Sorcery — Adventure,common,
Mystery Booster,2019-11-07,Ainok Bond-Kin,7,13,{1}{W},Creature — Dog Soldier,common,0.07
Mystery Booster,2019-11-07,Borrowed Grace,9,40,{2}{W},Instant,common,0.03
Mystery Booster,2019-11-07,Cartouche of Solidarity,9,45,{W},Enchantment — Aura Cartouche,common,0.27
Mystery Booster,2019-11-07,Coalition Honor Guard,16,58,{3}{W},Creature — Human Flagbearer,common,0.08
Mystery Booster,2019-11-07,Doomed Traveler,17,83,{W},Creature — Human Soldier,common,0.09
Mystery Booster,2019-11-07,Ephemerate,30,96,{W},Instant,common,1.74
Mystery Booster,2019-11-07,Faith's Fetters,21,105,{3}{W},Enchantment — Aura,common,0.07
Mystery Booster,2019-11-07,Feat of Resistance,4,106,{1}{W},Instant,common,0.07
Mystery Booster,2019-11-07,Gideon's Lawkeeper,15,119,{W},Creature — Human Soldier,common,0.15
Mystery Booster,2019-11-07,Gods Willing,7,125,{W},Instant,common,0.14
Mystery Booster,2019-11-07,Kor Skyfisher,24,156,{1}{W},Creature — Kor Soldier,common,0.22
Mystery Booster,2019-11-07,Mana Tithe,14,171,{W},Instant,common,0.33
Mystery Booster,2019-11-07,Momentary Blink,21,180,{1}{W},Instant,common,0.09
Mystery Booster,2019-11-07,Pacifism,11,191,{1}{W},Enchantment — Aura,common,0.19
Mystery Booster,2019-11-07,Palace Sentinels,13,193,{3}{W},Creature — Human Soldier,common,0.14
Mystery Booster,2019-11-07,Rally the Peasants,21,204,{2}{W},Instant,common,0.10
