Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Mystery Booster,2019-11-07,Zealot of the God-Pharaoh,1,1107,{3}{R},Creature — Minotaur Archer,common,0.07
Mystery Booster,2019-11-07,Adventurous Impulse,1,1110,{G},Sorcery,common,0.06
Mystery Booster,2019-11-07,Ambassador Oak,2,1117,{3}{G},Creature — Treefolk Warrior,common,0.05
Mystery Booster,2019-11-07,Bristling Boar,1,1149,{3}{G},Creature — Boar,common,0.04
Mystery Booster,2019-11-07,Colossal Dreadmaw,3,1164,{4}{G}{G},Creature — Dinosaur,common,0.05
Mystery Booster,2019-11-07,Llanowar Elves,27,1262,{G},Creature — Elf Druid,common,0.32
Mystery Booster,2019-11-07,Talons of Wildwood,3,1349,{1}{G},Enchantment — Aura,common,0.19
Mystery Booster,2019-11-07,Terrain Elemental,2,1351,{1}{G},Creature — Elemental,common,0.15
Mystery Booster,2019-11-07,Titanic Growth,1,1362,{1}{G},Instant,common,0.06
Mystery Booster,2019-11-07,Yavimaya Sapherd,3,1380,{2}{G},Creature — Fungus,common,0.13
Mystery Booster,2019-11-07,Short Sword,3,1627,{1},Artifact — Equipment,common,0.13
Mystery Booster,2019-11-07,Evolving Wilds,28,1665,,Land,common,0.45
Game Night 2019,2019-11-15,Take Vengeance,1,13,{1}{W},Sorcery,common,0.12
Game Night 2019,2019-11-15,Aven Wind Mage,1,16,{2}{U},Creature — Bird Wizard,common,0.09
Game Night 2019,2019-11-15,Salvager of Secrets,6,25,{3}{U}{U},Creature — Merfolk Wizard,common,0.21
Game Night 2019,2019-11-15,Lightning Strike,17,42,{1}{R},Instant,common,0.27
Game Night 2019,2019-11-15,Sparktongue Dragon,2,43,{3}{R}{R},Creature — Dragon,common,0.12
Game Night 2019,2019-11-15,Zealot of the God-Pharaoh,1,45,{3}{R},Creature — Minotaur Archer,common,0.20
Theros Beyond Death,2020-01-24,Venomous Hierophant,2,122,{3}{B},Creature — Gorgon Cleric,common,0.02
Theros Beyond Death,2020-01-24,Portent of Betrayal,1,149,{3}{R},Sorcery,common,0.01
Theros Beyond Death,2020-01-24,Skophos Warleader,2,154,{4}{R},Creature — Minotaur Warrior,common,0.01
Theros Beyond Death,2020-01-24,Thrill of Possibility,7,159,{1}{R},Instant,common,0.09
Theros Beyond Death,2020-01-24,Gift of Strength,1,171,{1}{G},Instant,common,0.01
Theros Beyond Death,2020-01-24,Ilysian Caryatid,3,174,{1}{G},Creature — Plant,common,0.11
Theros Beyond Death,2020-01-24,Relentless Pursuit,1,195,{2}{G},Sorcery,common,0.02
Theros Beyond Death,2020-01-24,Acolyte of Affliction,1,206,{2}{B}{G},Creature — Human Cleric,uncommon,0.05
Theros Beyond Death,2020-01-24,Warden of the Chained,1,230,{1}{R}{G},Creature — Minotaur Warrior,uncommon,0.04
Theros Beyond Death,2020-01-24,Traveler's Amulet,2,240,{1},Artifact,common,0.03
Ikoria: Lair of Behemoths,2020-04-24,Divine Arrow,1,9,{1}{W},Instant,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Light of Hope,1,20,{W},Instant,common,0.09
Ikoria: Lair of Behemoths,2020-04-24,Pacifism,11,25,{1}{W},Enchantment — Aura,common,0.03
Ikoria: Lair of Behemoths,2020-04-24,Capture Sphere,1,44,{3}{U},Enchantment — Aura,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Essence Scatter,6,49,{1}{U},Instant,common,0.01
Ikoria: Lair of Behemoths,2020-04-24,Facet Reader,1,50,{1}{U},Creature — Human Wizard,common,0.01
Ikoria: Lair of Behemoths,2020-04-24,Frost Lynx,3,51,{2}{U},Creature — Elemental Cat,common,0.03
Ikoria: Lair of Behemoths,2020-04-24,Bushmeat Poacher,3,77,{3}{B},Creature — Human Soldier,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Dark Bargain,1,82,{3}{B},Instant,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Fire Prophecy,9,116,{1}{R},Instant,common,0.11
Ikoria: Lair of Behemoths,2020-04-24,Frenzied Raptor,1,120,{2}{R},Creature — Dinosaur,common,0.03
Ikoria: Lair of Behemoths,2020-04-24,Pyroceratops,6,130,{3}{R},Creature — Elemental Dinosaur,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Adventurous Impulse,1,142,{G},Sorcery,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Almighty Brushwagg,1,143,{G},Creature — Brushwagg,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Bristling Boar,1,146,{3}{G},Creature — Boar,common,0.01
Ikoria: Lair of Behemoths,2020-04-24,Excavation Mole,3,150,{2}{G},Creature — Mole,common,0.04
Ikoria: Lair of Behemoths,2020-04-24,Evolving Wilds,28,247,,Land,common,0.09
Core Set 2021,2020-07-03,Basri's Acolyte,8,8,{2}{W}{W},Creature — Cat Cleric,common,0.03
Core Set 2021,2020-07-03,Gale Swooper,1,20,{3}{W},Creature — Griffin,common,0.03
Core Set 2021,2020-07-03,Revitalize,3,31,{1}{W},Instant,common,0.03
Core Set 2021,2020-07-03,Valorous Steed,2,42,{4}{W},Creature — Unicorn,common,0.02
Core Set 2021,2020-07-03,Cancel,1,46,{1}{U}{U},Instant,common,0.03
Core Set 2021,2020-07-03,Capture Sphere,1,47,{3}{U},Enchantment — Aura,common,0.01
Core Set 2021,2020-07-03,Keen Glidemaster,1,54,{1}{U},Creature — Human Soldier,common,0.01
Core Set 2021,2020-07-03,Opt,16,59,{U},Instant,common,0.08
Core Set 2021,2020-07-03,Read the Tides,1,62,{5}{U},Sorcery,common,0.02
Core Set 2021,2020-07-03,Vodalian Arcanist,1,83,{1}{U},Creature — Merfolk Wizard,common,0.02
Core Set 2021,2020-07-03,Wall of Runes,2,85,{U},Creature — Wall,common,0.05
Core Set 2021,2020-07-03,Crypt Lurker,1,93,{3}{B},Creature — Horror,common,0.03
Core Set 2021,2020-07-03,Rise Again,3,119,{4}{B},Sorcery,common,0.03
Core Set 2021,2020-07-03,Goblin Arsonist,1,147,{R},Creature — Goblin Shaman,common,0.04
Core Set 2021,2020-07-03,Hobblefiend,11,152,{1}{R},Creature — Devil,common,0.03
Core Set 2021,2020-07-03,Shock,5,159,{R},Instant,common,0.03
Core Set 2021,2020-07-03,Spellgorger Weird,9,161,{2}{R},Creature — Weird,common,0.04
Core Set 2021,2020-07-03,Thrill of Possibility,7,165,{1}{R},Instant,common,0.04
Core Set 2021,2020-07-03,Turret Ogre,1,169,{3}{R},Creature — Ogre Warrior,common,0.01
Core Set 2021,2020-07-03,Colossal Dreadmaw,3,176,{4}{G}{G},Creature — Dinosaur,common,0.03
Core Set 2021,2020-07-03,Drowsing Tyrannodon,4,178,{1}{G},Creature — Dinosaur,common,0.02
Core Set 2021,2020-07-03,Hunter's Edge,1,189,{3}{G},Sorcery,common,0.01
Core Set 2021,2020-07-03,Llanowar Visionary,24,193,{2}{G},Creature — Elf Druid,common,0.15
Core Set 2021,2020-07-03,Snarespinner,1,207,{1}{G},Creature — Spider,common,0.02
Core Set 2021,2020-07-03,Titanic Growth,1,210,{1}{G},Instant,common,0.01
Core Set 2021,2020-07-03,Experimental Overload,1,218,{2}{U}{R},Sorcery,uncommon,0.10
Core Set 2021,2020-07-03,Indulging Patrician,1,219,{1}{W}{B},Creature — Vampire Noble,uncommon,0.55
Core Set 2021,2020-07-03,Short Sword,3,236,{1},Artifact — Equipment,common,0.01
Core Set 2021,2020-07-03,Wildwood Patrol,1,339,{2}{G},Creature — Centaur Scout,common,0.16
Jumpstart,2020-07-17,Battlefield Promotion,2,91,{1}{W},Instant,common,0.04
Jumpstart,2020-07-17,Bulwark Giant,1,93,{5}{W},Creature — Giant Soldier,common,0.01
Jumpstart,2020-07-17,Divine Arrow,1,100,{1}{W},Instant,common,0.08
Jumpstart,2020-07-17,Healer's Hawk,7,107,{W},Creature — Bird,common,0.05
Jumpstart,2020-07-17,Inspired Charge,2,110,{2}{W}{W},Instant,common,0.02
Jumpstart,2020-07-17,Mesa Unicorn,3,122,{1}{W},Creature — Unicorn,common,0.04
Jumpstart,2020-07-17,Pacifism,11,125,{1}{W},Enchantment — Aura,common,0.02
Jumpstart,2020-07-17,Raise the Alarm,20,129,{1}{W},Instant,common,0.04
Jumpstart,2020-07-17,Cloudreader Sphinx,3,143,{4}{U},Creature — Sphinx,common,0.02
Jumpstart Arena Exclusives,2020-07-17,Lightning Strike,17,152,{1}{R},Instant,uncommon,
Jumpstart,2020-07-17,Leave in the Dust,1,156,{3}{U},Instant,common,0.03
Jumpstart,2020-07-17,Octoprophet,2,161,{3}{U},Creature — Octopus,common,0.10
Jumpstart,2020-07-17,Agonizing Syphon,1,199,{3}{B},Sorcery,common,0.03
Jumpstart,2020-07-17,Bone Splinters,1,213,{B},Sorcery,common,0.06
Jumpstart,2020-07-17,Burglar Rat,1,214,{1}{B},Creature — Rat,common,0.78
Jumpstart,2020-07-17,Cadaver Imp,6,215,{1}{B}{B},Creature — Imp,common,0.09
Jumpstart,2020-07-17,Child of Night,1,218,{1}{B},Creature — Vampire,common,0.02
Jumpstart,2020-07-17,Corpse Hauler,1,219,{1}{B},Creature — Human Rogue,common,0.03
Jumpstart,2020-07-17,Ghoulcaller's Accomplice,2,237,{1}{B},Creature — Human Rogue,common,0.01
Jumpstart,2020-07-17,Macabre Waltz,3,252,{1}{B},Sorcery,common,0.03
Jumpstart,2020-07-17,Phyrexian Rager,23,266,{2}{B},Creature — Phyrexian Horror,common,0.03
Jumpstart,2020-07-17,Sanitarium Skeleton,4,273,{B},Creature — Skeleton,common,0.03
Jumpstart,2020-07-17,Soul Salvage,1,280,{2}{B},Sorcery,common,0.02
Jumpstart,2020-07-17,Act of Treason,4,289,{2}{R},Sorcery,common,0.05
Jumpstart,2020-07-17,Boggart Brute,1,299,{2}{R},Creature — Goblin Warrior,common,0.05
Jumpstart,2020-07-17,Borderland Marauder,7,300,{1}{R},Creature — Human Warrior,common,0.02
Jumpstart,2020-07-17,Dragon Fodder,5,309,{1}{R},Sorcery,common,0.09
Jumpstart,2020-07-17,Fling,5,320,{1}{R},Instant,common,0.07
Jumpstart,2020-07-17,Hungry Flames,2,336,{2}{R},Instant,common,0.02
Jumpstart,2020-07-17,Ambassador Oak,2,375,{3}{G},Creature — Treefolk Warrior,common,0.02
Jumpstart,2020-07-17,Rumbling Baloth,1,426,{2}{G}{G},Creature — Beast,common,0.08
Jumpstart,2020-07-17,Ironroot Warlord,2,452,{1}{G}{W},Creature — Treefolk Soldier,uncommon,0.09
Jumpstart,2020-07-17,Mana Geode,1,472,{3},Artifact,common,0.23
Jumpstart,2020-07-17,Marauder's Axe,1,473,{2},Artifact — Equipment,common,0.01
Jumpstart,2020-07-17,Signpost Scarecrow,1,485,{4},Artifact Creature — Scarecrow,common,0.05
Jumpstart,2020-07-17,Skittering Surveyor,3,486,{3},Artifact Creature — Construct,common,0.08
Double Masters,2020-08-07,Angel of the Dawn,6,4,{4}{W},Creature — Angel,common,0.02
Double Masters,2020-08-07,Cloudreader Sphinx,3,45,{4}{U},Creature — Sphinx,common,0.03
Double Masters,2020-08-07,Supernatural Stamina,3,108,{B},Instant,common,0.05
Double Masters,2020-08-07,Abrade,22,114,{1}{R},Instant,common,0.19
Arena Beginner Set,2020-08-13,Impassioned Orator,4,10,{1}{W},Creature — Human Cleric,common,
Arena Beginner Set,2020-08-13,Pacifism,11,16,{1}{W},Enchantment — Aura,common,
Amonkhet Remastered,2020-08-13,Fan Bearer,1,17,{W},Creature — Zombie,common,
Arena Beginner Set,2020-08-13,Cloudkin Seer,25,25,{2}{U},Creature — Elemental Wizard,common,
Arena Beginner Set,2020-08-13,Octoprophet,2,29,{3}{U},Creature — Octopus,common,
Arena Beginner Set,2020-08-13,Unsummon,2,36,{U},Instant,common,
Arena Beginner Set,2020-08-13,Wall of Runes,2,37,{U},Creature — Wall,common,
Arena Beginner Set,2020-08-13,Murder,7,53,{1}{B}{B},Instant,uncommon,
Arena Beginner Set,2020-08-13,Sanitarium Skeleton,4,57,{B},Creature — Skeleton,common,
Amonkhet Remastered,2020-08-13,Essence Scatter,6,60,{1}{U},Instant,common,
Arena Beginner Set,2020-08-13,Vampire Opportunist,1,65,{1}{B},Creature — Vampire,common,
Arena Beginner Set,2020-08-13,Shock,5,84,{R},Instant,common,
Arena Beginner Set,2020-08-13,Storm Strike,1,86,{R},Instant,common,
Arena Beginner Set,2020-08-13,Ilysian Caryatid,3,98,{1}{G},Creature — Plant,common,
Arena Beginner Set,2020-08-13,Rabid Bite,2,101,{1}{G},Sorcery,common,
Arena Beginner Set,2020-08-13,Rumbling Baloth,1,103,{2}{G}{G},Creature — Beast,common,
Arena Beginner Set,2020-08-13,Titanic Growth,1,106,{1}{G},Instant,common,
Arena Beginner Set,2020-08-13,Wildwood Patrol,1,108,{2}{G},Creature — Centaur Scout,common,
Arena Beginner Set,2020-08-13,Evolving Wilds,28,111,,Land,common,
Amonkhet Remastered,2020-08-13,Supernatural Stamina,3,126,{B},Instant,common,
Amonkhet Remastered,2020-08-13,Abrade,22,136,{1}{R},Instant,uncommon,
Amonkhet Remastered,2020-08-13,Open Fire,1,169,{2}{R},Instant,common,
Amonkhet Remastered,2020-08-13,Zealot of the God-Pharaoh,1,181,{3}{R},Creature — Minotaur Archer,common,
Amonkhet Remastered,2020-08-13,Evolving Wilds,28,292,,Land,common,
The List,2020-09-01,Abrade,22,122,{1}{R},Instant,uncommon,3.72
Secret Lair Drop,2020-09-03,Opt,16,111,{U},Instant,rare,6.33
Zendikar Rising,2020-09-25,Kor Celebrant,2,22,{2}{W},Creature — Kor Cleric,common,0.05
Zendikar Rising Art Series,2020-09-25,Kor Celebrant // Kor Celebrant,2,41,,Card // Card,common,
Zendikar Rising Commander,2020-09-25,Murder,7,47,{1}{B}{B},Instant,common,0.06
Zendikar Rising,2020-09-25,Marauding Blight-Priest,8,112,{2}{B},Creature — Vampire Cleric,common,0.26
Zendikar Rising,2020-09-25,Mind Drain,1,114,{2}{B},Sorcery,common,0.02
Zendikar Rising,2020-09-25,Subtle Strike,2,128,{1}{B},Instant,common,0.02
Zendikar Rising Commander,2020-09-25,Evolving Wilds,28,129,,Land,common,0.12
Zendikar Rising,2020-09-25,Fissure Wizard,2,140,{1}{R},Creature — Goblin Wizard,common,0.03
Zendikar Rising Commander,2020-09-25,Submerged Boneyard,3,141,,Land,uncommon,0.11
Zendikar Rising,2020-09-25,Broken Wings,5,181,{2}{G},Instant,common,0.02
Zendikar Rising,2020-09-25,Joraga Visionary,1,188,{3}{G},Creature — Elf Wizard,common,0.02
Zendikar Rising,2020-09-25,Rabid Bite,2,199,{1}{G},Sorcery,common,0.03
Zendikar Rising,2020-09-25,Scale the Heights,3,202,{2}{G},Sorcery,common,0.05
Kaladesh Remastered,2020-11-12,Inspired Charge,2,24,{2}{W}{W},Instant,common,
Kaladesh Remastered,2020-11-12,Leave in the Dust,1,54,{3}{U},Instant,common,
Kaladesh Remastered,2020-11-12,Subtle Strike,2,107,{1}{B},Instant,common,
Kaladesh Remastered,2020-11-12,Chandra's Pyrohelix,2,118,{1}{R},Instant,common,
Kaladesh Remastered,2020-11-12,Hungry Flames,2,129,{2}{R},Instant,uncommon,
Commander Legends,2020-11-20,Angel of the Dawn,6,6,{4}{W},Creature — Angel,common,0.04
Commander Legends,2020-11-20,Angelic Gift,4,7,{1}{W},Enchantment — Aura,common,0.05
Commander Legends,2020-11-20,Raise the Alarm,20,41,{1}{W},Instant,common,0.04
Commander Legends,2020-11-20,Omenspeaker,4,83,{1}{U},Creature — Human Wizard,common,0.01
Commander Legends,2020-11-20,Murder,7,134,{1}{B}{B},Instant,common,0.08
Commander Legends,2020-11-20,Phyrexian Rager,23,142,{2}{B},Creature — Phyrexian Horror,common,0.02
Commander Legends,2020-11-20,Sanitarium Skeleton,4,148,{B},Creature — Skeleton,common,0.02
Commander Legends,2020-11-20,Supernatural Stamina,3,151,{B},Instant,common,0.05
Commander Legends,2020-11-20,Portent of Betrayal,1,194,{3}{R},Sorcery,common,0.01
Commander Legends,2020-11-20,Ripscale Predator,1,196,{4}{R}{R},Creature — Dinosaur,common,0.01
Commander Legends,2020-11-20,Sparktongue Dragon,2,202,{3}{R}{R},Creature — Dragon,common,0.03
Commander Legends,2020-11-20,Silverback Shaman,11,255,{3}{G}{G},Creature — Ape Shaman,common,0.02
Commander Legends,2020-11-20,Abrade,22,410,{1}{R},Instant,uncommon,0.17
Commander Legends,2020-11-20,Evolving Wilds,28,482,,Land,common,0.09
Commander Legends,2020-11-20,Stone Quarry,3,495,,Land,uncommon,0.09
Commander Legends,2020-11-20,Woodland Stream,3,503,,Land,common,0.09
MTG Arena Promos,2020-11-30,Evolving Wilds,28,256,,Land,rare,
Secret Lair Drop,2020-11-30,Evolving Wilds,28,538,,Land,rare,4.35
Magic Online Promos,2020-12-15,Abrade,22,86136,{1}{R},Instant,uncommon,
Kaldheim Art Series,2021-02-05,Revitalize // Revitalize,3,5,,Card // Card,common,
Kaldheim,2021-02-05,Revitalize,3,23,{1}{W},Instant,common,0.03
Kaldheim Commander,2021-02-05,Empyrean Eagle,3,85,{1}{W}{U},Creature — Bird Spirit,uncommon,0.27
Kaldheim,2021-02-05,Dread Rider,1,89,{5}{B},Creature — Spirit Knight,common,0.03
Kaldheim Commander,2021-02-05,Foul Orchard,3,110,,Land,uncommon,0.11
Kaldheim Commander,2021-02-05,Meandering River,3,114,,Land,common,0.06
Kaldheim,2021-02-05,Axgard Cavalry,1,121,{1}{R},Creature — Dwarf Berserker,common,0.02
Kaldheim,2021-02-05,Breakneck Berserker,1,124,{2}{R},Creature — Dwarf Berserker,common,0.05
Kaldheim,2021-02-05,Run Amok,3,147,{1}{R},Instant,common,0.02
Kaldheim,2021-02-05,Broken Wings,5,164,{2}{G},Instant,common,0.01
Kaldheim,2021-02-05,Gnottvold Recluse,2,172,{2}{G},Creature — Spider,common,0.02
Kaldheim,2021-02-05,Grizzled Outrider,1,173,{4}{G},Creature — Elf Warrior,common,0.02
Kaldheim,2021-02-05,Snakeskin Veil,19,194,{G},Instant,common,0.12
Time Spiral Remastered Tokens,2021-03-19,Llanowar Elves,27,12,,Token Creature — Elf Druid,common,
Strixhaven Mystical Archive,2021-04-23,Revitalize,3,9,{1}{W},Instant,uncommon,0.08
Strixhaven Mystical Archive,2021-04-23,Opt,16,19,{U},Instant,uncommon,0.22
Strixhaven Mystical Archive,2021-04-23,Shock,5,44,{R},Instant,uncommon,0.08
Strixhaven Mystical Archive,2021-04-23,Thrill of Possibility,7,46,{1}{R},Instant,uncommon,0.15
Strixhaven Mystical Archive,2021-04-23,Adventurous Impulse,1,49,{G},Sorcery,uncommon,0.12
Strixhaven: School of Mages,2021-04-23,Soothsayer Adept,1,55,{1}{U},Creature — Merfolk Wizard,common,0.02
Strixhaven Mystical Archive,2021-04-23,Snakeskin Veil,19,57,{G},Instant,uncommon,0.19
Strixhaven Art Series,2021-04-23,Revitalize // Revitalize,3,64,,Card // Card,common,
Strixhaven Art Series,2021-04-23,Thrill of Possibility // Thrill of Possibility,7,78,,Card // Card,common,
Strixhaven: School of Mages,2021-04-23,Pigment Storm,1,111,{3}{R}{R},Sorcery,common,0.02
Commander 2021,2021-04-23,Epicure of Blood,6,143,{4}{B},Creature — Vampire,common,0.11
Strixhaven: School of Mages,2021-04-23,Campus Guide,2,252,{2},Artifact Creature — Golem,common,0.03
Adventures in the Forgotten Realms,2021-07-23,Celestial Unicorn,7,5,{2}{W},Creature — Unicorn,common,0.10
Adventures in the Forgotten Realms Art Series,2021-07-23,Sepulcher Ghoul // Sepulcher Ghoul,2,18,,Card // Card,common,
Adventures in the Forgotten Realms,2021-07-23,Priest of Ancient Lore,10,35,{2}{W},Creature — Dwarf Cleric,common,0.07
Adventures in the Forgotten Realms,2021-07-23,Charmed Sleep,1,50,{1}{U}{U},Enchantment — Aura,common,0.01
Forgotten Realms Commander,2021-07-23,Angelic Gift,4,64,{1}{W},Enchantment — Aura,common,0.10
Adventures in the Forgotten Realms,2021-07-23,Sepulcher Ghoul,2,118,{1}{B},Creature — Zombie,common,0.04
Adventures in the Forgotten Realms,2021-07-23,Dire Wolf Prowler,1,179,{2}{G},Creature — Wolf,common,0.03
Adventures in the Forgotten Realms,2021-07-23,Elturgard Ranger,1,182,{4}{G},Creature — Human Elf Ranger,common,0.01
Adventures in the Forgotten Realms,2021-07-23,Evolving Wilds,28,256,,Land,common,0.10
Jumpstart: Historic Horizons,2021-08-26,Light of Hope,1,777,{W},Instant,common,
Innistrad: Midnight Hunt,2021-09-24,Geistwave,1,56,{1}{U},Instant,common,0.03
Innistrad: Midnight Hunt,2021-09-24,Morkrut Behemoth,2,114,{4}{B},Creature — Zombie Giant,common,0.02
Midnight Hunt Commander,2021-09-24,Spark Reaper,4,128,{2}{B},Creature — Zombie,common,0.14
Innistrad: Midnight Hunt,2021-09-24,Ardent Elementalist,19,128,{3}{R},Creature — Human Shaman,common,0.10
Innistrad: Midnight Hunt,2021-09-24,Eccentric Farmer,7,185,{2}{G},Creature — Human Peasant,common,0.04
Innistrad: Midnight Hunt,2021-09-24,Crossroads Candleguide,1,253,{4},Artifact Creature — Scarecrow,common,0.01
Innistrad: Midnight Hunt,2021-09-24,Evolving Wilds,28,261,,Land,common,0.09
The List,2021-09-25,Dire Wolf Prowler,1,546,{2}{G},Creature — Wolf,common,0.06
The List,2021-09-25,Signpost Scarecrow,1,570,{4},Artifact Creature — Scarecrow,common,0.11
Innistrad: Crimson Vow,2021-11-19,Adamant Will,2,1,{1}{W},Instant,common,0.02
Crimson Vow Art Series,2021-11-19,Abrade // Abrade,22,38,,Card // Card,common,
Innistrad: Crimson Vow,2021-11-19,Cruel Witness,8,55,{2}{U}{U},Creature — Bird Horror,common,0.02
Innistrad: Crimson Vow,2021-11-19,Abrade,22,139,{1}{R},Instant,common,0.14
Innistrad: Crimson Vow,2021-11-19,Reckless Impulse,20,174,{1}{R},Sorcery,common,1.88
Innistrad: Crimson Vow,2021-11-19,Evolving Wilds,28,263,,Land,common,0.08
Innistrad: Double Feature,2022-01-28,Geistwave,1,56,{1}{U},Instant,common,0.21
Innistrad: Double Feature,2022-01-28,Morkrut Behemoth,2,114,{4}{B},Creature — Zombie Giant,common,0.04
Innistrad: Double Feature,2022-01-28,Ardent Elementalist,19,128,{3}{R},Creature — Human Shaman,common,0.29
Innistrad: Double Feature,2022-01-28,Eccentric Farmer,7,185,{2}{G},Creature — Human Peasant,common,0.07
Innistrad: Double Feature,2022-01-28,Crossroads Candleguide,1,253,{4},Artifact Creature — Scarecrow,common,0.06
Innistrad: Double Feature,2022-01-28,Evolving Wilds,28,261,,Land,common,0.17
Innistrad: Double Feature,2022-01-28,Adamant Will,2,268,{1}{W},Instant,common,0.06
Innistrad: Double Feature,2022-01-28,Cruel Witness,8,322,{2}{U}{U},Creature — Bird Horror,common,0.07
Innistrad: Double Feature,2022-01-28,Abrade,22,406,{1}{R},Instant,common,0.90
Innistrad: Double Feature,2022-01-28,Reckless Impulse,20,441,{1}{R},Sorcery,common,2.42
Streets of New Capenna,2022-04-29,Inspiring Overseer,21,18,{2}{W},Creature — Angel Cleric,common,0.22
Streets of New Capenna,2022-04-29,Murder,7,88,{1}{B}{B},Instant,common,0.08
Streets of New Capenna,2022-04-29,Wrecking Crew,4,132,{4}{R},Creature — Human Warrior,common,0.01
Streets of New Capenna,2022-04-29,Broken Wings,5,136,{2}{G},Instant,common,0.02
Streets of New Capenna,2022-04-29,Forge Boss,1,189,{2}{B}{R},Creature — Human Warrior,uncommon,0.02
New Capenna Commander,2022-04-29,Leafkin Druid,2,299,{1}{G},Creature — Elemental Druid,common,0.04
Commander Legends: Battle for Baldur's Gate,2022-06-10,Steadfast Unicorn,2,44,{W},Creature — Unicorn,common,0.04
Commander Legends: Battle for Baldur's Gate,2022-06-10,Murder,7,134,{1}{B}{B},Instant,common,0.06
Commander Legends: Battle for Baldur's Gate,2022-06-10,Evolving Wilds,28,352,,Land,common,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Priest of Ancient Lore,10,704,{2}{W},Creature — Dwarf Cleric,common,0.05
Commander Legends: Battle for Baldur's Gate,2022-06-10,Phyrexian Rager,23,766,{2}{B},Creature — Phyrexian Horror,common,0.03
Alchemy Horizons: Baldur's Gate,2022-07-07,Celestial Unicorn,7,86,{2}{W},Creature — Unicorn,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Priest of Ancient Lore,10,99,{2}{W},Creature — Dwarf Cleric,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Steadfast Unicorn,2,104,{W},Creature — Unicorn,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Charmed Sleep,1,112,{1}{U}{U},Enchantment — Aura,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Sepulcher Ghoul,2,166,{1}{B},Creature — Zombie,common,
Double Masters 2022,2022-07-08,Battlefield Promotion,2,7,{1}{W},Instant,common,0.03
Double Masters 2022,2022-07-08,Capture Sphere,1,42,{3}{U},Enchantment — Aura,common,0.02
Double Masters 2022,2022-07-08,Kasmina's Transmutation,3,54,{1}{U},Enchantment — Aura,common,0.02
Double Masters 2022,2022-07-08,Supernatural Stamina,3,93,{B},Instant,common,0.05
Double Masters 2022,2022-07-08,Heroic Reinforcements,8,226,{2}{R}{W},Sorcery,uncommon,0.02
Double Masters 2022,2022-07-08,Psychic Symbiont,1,266,{4}{U}{B},Creature — Nightmare Horror,uncommon,0.01
Double Masters 2022,2022-07-08,Traveler's Amulet,2,316,{1},Artifact,common,0.04
Dominaria United,2022-09-09,Charismatic Vanguard,1,10,{2}{W},Creature — Dwarf Soldier,common,0.01
Dominaria United Art Series,2022-09-09,Bone Splinters // Bone Splinters,1,22,,Card // Card,common,
Dominaria United,2022-09-09,Mesa Cavalier,2,26,{2}{W},Creature — Human Knight,common,0.02
Dominaria United Art Series,2022-09-09,Magnigoth Sentry // Magnigoth Sentry,3,40,,Card // Card,common,
Dominaria United,2022-09-09,Essence Scatter,6,49,{1}{U},Instant,common,0.03
Dominaria United,2022-09-09,Impulse,14,55,{1}{U},Instant,common,0.08
Dominaria United,2022-09-09,Shore Up,3,64,{U},Instant,common,0.09
Dominaria United,2022-09-09,Bone Splinters,1,83,{B},Sorcery,common,0.02
Dominaria United,2022-09-09,Phyrexian Rager,23,99,{2}{B},Creature — Phyrexian Horror,common,0.02
Dominaria United,2022-09-09,Phyrexian Vivisector,2,100,{1}{B},Creature — Phyrexian Human,common,0.01
Dominaria United Commander,2022-09-09,Thrill of Possibility,7,127,{1}{R},Instant,common,0.05
Dominaria United,2022-09-09,Lightning Strike,17,137,{1}{R},Instant,common,0.07
Dominaria United,2022-09-09,Thrill of Possibility,7,148,{1}{R},Instant,common,0.04
Dominaria United,2022-09-09,Broken Wings,5,157,{2}{G},Instant,common,0.01
Dominaria United,2022-09-09,Magnigoth Sentry,3,172,{3}{G},Creature — Treefolk,common,0.02
Dominaria United,2022-09-09,Snarespinner,1,179,{1}{G},Creature — Spider,common,0.01
Dominaria United Commander,2022-09-09,Evolving Wilds,28,208,,Land,common,0.09
Warhammer 40,000 Commander,2022-10-07,Evolving Wilds,28,277,,Land,common,0.12
Game Night: Free-for-All,2022-10-14,Impulse,14,30,{1}{U},Instant,common,0.13
Game Night: Free-for-All,2022-10-14,Bushmeat Poacher,3,44,{3}{B},Creature — Human Soldier,common,0.09
Game Night: Free-for-All,2022-10-14,Supernatural Stamina,3,62,{B},Instant,common,0.17
Game Night: Free-for-All,2022-10-14,Abrade,22,67,{1}{R},Instant,common,0.16
Game Night: Free-for-All,2022-10-14,Broken Wings,5,90,{2}{G},Instant,common,0.09
